
Eliminate 0 isolated buses
Eliminate 0 branches
Eliminate 0 generators
Preprocessing complete
Convert input data model
Creating Y matrix of input full model
Do first round reduction eliminating all external buses
10195 external generators are to be placed
Do second round reduction eliminating all external non-generator buses
External generator on bus 7204 is moved to 6353
External generator on bus 7205 is moved to 6353
External generator on bus 7206 is moved to 6353
External generator on bus 7209 is moved to 6353
External generator on bus 7213 is moved to 6353
External generator on bus 7216 is moved to 6353
External generator on bus 7217 is moved to 6353
External generator on bus 7220 is moved to 6353
External generator on bus 7223 is moved to 6934
External generator on bus 7224 is moved to 6934
External generator on bus 7228 is moved to 5725
External generator on bus 7229 is moved to 5725
External generator on bus 7230 is moved to 5725
External generator on bus 7233 is moved to 5725
External generator on bus 7235 is moved to 6353
External generator on bus 7238 is moved to 7211
External generator on bus 7239 is moved to 7211
External generator on bus 7243 is moved to 6934
External generator on bus 7244 is moved to 6934
External generator on bus 7248 is moved to 6934
External generator on bus 7249 is moved to 6934
External generator on bus 7250 is moved to 6934
External generator on bus 7253 is moved to 6353
External generator on bus 7255 is moved to 6353
External generator on bus 7263 is moved to 6353
External generator on bus 7264 is moved to 6353
External generator on bus 7265 is moved to 6353
External generator on bus 7269 is moved to 6934
External generator on bus 7275 is moved to 7274
External generator on bus 7276 is moved to 7274
External generator on bus 7277 is moved to 7274
External generator on bus 7282 is moved to 6353
External generator on bus 7283 is moved to 6353
External generator on bus 7284 is moved to 6353
External generator on bus 7285 is moved to 6353
External generator on bus 7292 is moved to 6353
External generator on bus 7295 is moved to 6934
External generator on bus 7299 is moved to 11616
External generator on bus 7304 is moved to 11616
External generator on bus 7305 is moved to 11616
External generator on bus 7309 is moved to 6934
External generator on bus 7310 is moved to 6934
External generator on bus 7311 is moved to 6934
External generator on bus 7312 is moved to 6934
External generator on bus 7313 is moved to 6934
External generator on bus 7314 is moved to 6934
External generator on bus 7317 is moved to 6353
External generator on bus 7320 is moved to 6353
External generator on bus 7323 is moved to 6353
External generator on bus 7324 is moved to 6353
External generator on bus 9349 is moved to 2049
External generator on bus 9353 is moved to 9558
External generator on bus 9354 is moved to 9558
External generator on bus 9355 is moved to 9558
External generator on bus 9356 is moved to 9558
External generator on bus 9357 is moved to 9558
External generator on bus 9358 is moved to 9558
External generator on bus 9361 is moved to 2289
External generator on bus 9363 is moved to 9558
External generator on bus 9366 is moved to 2049
External generator on bus 9369 is moved to 9610
External generator on bus 9370 is moved to 9610
External generator on bus 9371 is moved to 9610
External generator on bus 9375 is moved to 9610
External generator on bus 9376 is moved to 9610
External generator on bus 9378 is moved to 9610
External generator on bus 9379 is moved to 9610
External generator on bus 9383 is moved to 2289
External generator on bus 9387 is moved to 6752
External generator on bus 9390 is moved to 2289
External generator on bus 9392 is moved to 2049
External generator on bus 9394 is moved to 2049
External generator on bus 9396 is moved to 9868
External generator on bus 9398 is moved to 9558
External generator on bus 9401 is moved to 9610
External generator on bus 9402 is moved to 9610
External generator on bus 9403 is moved to 9610
External generator on bus 9407 is moved to 9868
External generator on bus 9408 is moved to 9868
External generator on bus 9409 is moved to 9868
External generator on bus 9413 is moved to 9558
External generator on bus 9415 is moved to 2744
External generator on bus 9417 is moved to 2049
External generator on bus 9424 is moved to 2049
External generator on bus 9425 is moved to 2049
External generator on bus 9429 is moved to 9558
External generator on bus 9433 is moved to 9558
External generator on bus 9434 is moved to 9558
External generator on bus 9436 is moved to 9558
External generator on bus 9437 is moved to 9558
External generator on bus 9440 is moved to 2049
External generator on bus 9441 is moved to 2049
External generator on bus 9442 is moved to 2049
External generator on bus 9444 is moved to 2049
External generator on bus 9445 is moved to 2049
External generator on bus 9449 is moved to 9610
External generator on bus 9451 is moved to 2049
External generator on bus 9454 is moved to 2289
External generator on bus 9456 is moved to 9610
External generator on bus 9459 is moved to 2049
External generator on bus 9460 is moved to 2049
External generator on bus 9461 is moved to 2049
External generator on bus 9464 is moved to 2049
External generator on bus 9465 is moved to 2049
External generator on bus 9469 is moved to 9558
External generator on bus 9470 is moved to 9558
External generator on bus 9471 is moved to 9558
External generator on bus 9474 is moved to 2049
External generator on bus 9476 is moved to 2289
External generator on bus 9480 is moved to 9558
External generator on bus 9483 is moved to 9558
External generator on bus 9485 is moved to 7463
External generator on bus 9491 is moved to 7463
External generator on bus 9495 is moved to 9610
External generator on bus 9497 is moved to 2289
External generator on bus 9499 is moved to 2289
External generator on bus 9500 is moved to 2289
External generator on bus 9501 is moved to 2289
External generator on bus 9506 is moved to 2289
External generator on bus 9507 is moved to 2289
External generator on bus 9509 is moved to 2289
External generator on bus 9510 is moved to 2289
External generator on bus 9515 is moved to 7778
External generator on bus 9516 is moved to 7778
External generator on bus 9521 is moved to 2289
External generator on bus 9522 is moved to 2289
External generator on bus 9523 is moved to 2289
External generator on bus 9524 is moved to 2289
External generator on bus 9528 is moved to 2289
External generator on bus 9529 is moved to 2289
External generator on bus 9532 is moved to 9558
External generator on bus 9535 is moved to 2744
External generator on bus 9536 is moved to 2744
External generator on bus 9542 is moved to 2289
External generator on bus 9543 is moved to 2289
External generator on bus 9547 is moved to 7463
External generator on bus 9550 is moved to 9610
External generator on bus 9551 is moved to 9610
External generator on bus 9552 is moved to 9610
External generator on bus 9559 is moved to 9558
External generator on bus 9560 is moved to 9558
External generator on bus 9564 is moved to 9610
External generator on bus 9568 is moved to 9558
External generator on bus 9569 is moved to 9558
External generator on bus 9573 is moved to 9610
External generator on bus 9574 is moved to 9610
External generator on bus 9577 is moved to 2049
External generator on bus 9580 is moved to 9558
External generator on bus 9581 is moved to 9558
External generator on bus 9582 is moved to 9558
External generator on bus 9587 is moved to 9558
External generator on bus 9591 is moved to 9868
External generator on bus 9592 is moved to 9868
External generator on bus 9593 is moved to 9868
External generator on bus 9596 is moved to 2049
External generator on bus 9600 is moved to 9868
External generator on bus 9601 is moved to 9868
External generator on bus 9602 is moved to 9868
External generator on bus 9603 is moved to 9868
External generator on bus 9606 is moved to 2289
External generator on bus 9611 is moved to 9610
External generator on bus 9612 is moved to 9610
External generator on bus 9613 is moved to 9610
External generator on bus 9614 is moved to 9610
